Data__|;Data__|__Id;Data__|__CoinName;Data__|__Name;Data__|__Symbol;;Data__|__FullName;Data__|__Algorithm;Data__|__ProofType;Data__|__FullyPremined;Data__|__TotalCoinSupply;Data__|__PreMinedValue;Data__|__TotalCoinsFreeFloat;Data__|__SortOrder;Data__|__Sponsored;Type
PTA;39698;PentaCoin;PTA;PTA;;PentaCoin (PTA);SHA256;PoW/PoS;0;1311955;N/A;N/A;1015;False;
ZLQ;39704;ZLiteQubit;ZLQ;ZLQ;;ZLiteQubit (ZLQ);QuBit;N/A;0;83075000;N/A;N/A;1017;False;
TWIST;40839;TwisterCoin;TWIST;TWIST;;TwisterCoin (TWIST);X11;PoW/PoS;0;3195000;N/A;N/A;1022;False;
DETH;40845;DarkEther;DETH;DETH;;DarkEther (DETH);X11;N/A;0;16035000;N/A;N/A;1024;False;
LENIN;40992;LeninCoin;LENIN;LENIN;;LeninCoin (LENIN);SHA256D;PoW;0;100000000;N/A;N/A;1028;False;
OS76;41122;OsmiumCoin;OS76;OS76;;OsmiumCoin (OS76);Scrypt;PoW;0;2714286;N/A;N/A;1030;False;
MKR;41192;Maker;MKR;MKR;;Maker (MKR);N/A;N/A;0;1000000;N/A;N/A;1032;False;
BIC;41587;Bikercoins;BIC;BIC;;Bikercoins (BIC);CryptoNight;PoW;0;25000000;N/A;N/A;1033;False;
MOTO;41592;Motocoin;MOTO;MOTO;;Motocoin (MOTO);N/A;PoP;0;40000000;N/A;N/A;1035;False;
XNC*;41866;Numismatic Collections;XNC*;XNC*;;Numismatic Collections (XNC*);X13;PoW/PoS;0;23273860;N/A;N/A;1037;False;
HXX;41868;HexxCoin;HXX;HXX;;HexxCoin (HXX);Lyra2RE;PoW;0;9999999;N/A;N/A;1038;False;
SPKTR;41871;Ghost Coin;SPKTR;SPKTR;;Ghost Coin (SPKTR);SHA256;PoW/PoS;0;2270000;N/A;N/A;1039;False;
MAC;41962;MachineCoin;MAC;MAC;;MachineCoin (MAC);Time Travel;PoW;0;35000000;N/A;N/A;1040;False;
SEL;41967;SelenCoin;SEL;SEL;;SelenCoin (SEL);PoS;PoS;0;159680000;N/A;N/A;1041;False;
NOO;41971;Noocoin;NOO;NOO;;Noocoin (NOO);PoS;PoS;0;25000000;N/A;N/A;1042;False;
CHAO;41974;23 Skidoo;CHAO;CHAO;;23 Skidoo (CHAO);SHA256D;PoW;0;23;N/A;N/A;1043;False;
GBIT;42103;GravityBit;GBIT;GBIT;;GravityBit (GBIT);Scrypt;PoW/PoS;0;5333000;N/A;N/A;1047;False;
RIDE;42344;Ride My Car;RIDE;RIDE;;Ride My Car (RIDE);PoS;PoS;0;100000000;N/A;N/A;1050;False;
CNO;42438;Coino;CNO;CNO;;Coino (CNO);Scrypt;PoW;0;100000000;N/A;N/A;1053;False;
IOP;42596;Internet of People;IOP;IOP;;Internet of People (IOP);SHA256;PoW/PoS;0;21000000;N/A;N/A;1055;False;
XSPEC;42598;Spectre;XSPEC;XSPEC;;Spectre (XSPEC);POS 3.0;PoS;0;20000000;N/A;N/A;1056;False;
ELS;42685;Elysium;ELS;ELS;;Elysium (ELS);Scrypt;PoW;0;18000000;N/A;N/A;1059;False;
KUSH;42687;KushCoin;KUSH;KUSH;;KushCoin (KUSH);X11;PoW/PoS;0;9354000;N/A;N/A;1060;False;
ERY;42694;Eryllium;ERY;ERY;;Eryllium (ERY);X11;PoW/PoS;0;100000000;N/A;N/A;1061;False;
PLU;42837;Pluton;PLU;PLU;;Pluton (PLU);N/A;N/A;0;20000000;N/A;N/A;1062;False;
OPES;42850;Opes;OPES;OPES;;Opes (OPES);Argon2;PoW;0;52000000;N/A;N/A;1065;False;
WCT;43042;Waves Community Token;WCT;WCT;;Waves Community Token (WCT);N/A;N/A;0;10000000;N/A;N/A;1066;False;
RATIO;43046;Ratio;RATIO;RATIO;;Ratio (RATIO);PoS;PoS;0;100000000;N/A;N/A;1068;False;
BAN;43247;Babes and Nerds;BAN;BAN;;Babes and Nerds (BAN);PoS;N/A;0;150000000;N/A;N/A;1069;False;
CWXT;43265;CryptoWorldXToken;CWXT;CWXT;;CryptoWorldXToken (CWXT);N/A;PoW/pOs;0;100000000;N/A;N/A;1072;False;
TECH;43595;TechCoin;TECH;TECH;;TechCoin (TECH);X13;PoW/PoS;0;300000;N/A;N/A;1073;False;
MAR;43814;MarijuanaCoin;MAR;MAR;;MarijuanaCoin (MAR);X11;PoW/PoS;0;1050000;N/A;N/A;1077;False;
MARX;43818;MarxCoin;MARX;MARX;;MarxCoin (MARX);X11;PoW;0;100640000;N/A;N/A;1078;False;
TAT;43933;Tatiana Coin;TAT;TAT;;Tatiana Coin (TAT);N/A;N/A;0;3000000;N/A;N/A;1079;False;
HAZE;43937;HazeCoin;HAZE;HAZE;;HazeCoin (HAZE);Scrypt;PoW;0;25000000;N/A;N/A;1080;False;
PRX;43998;Printerium;PRX;PRX;;Printerium (PRX);Scrypt;PoW/PoS;0;20000000;N/A;N/A;1081;False;
IMPCH;44007;Impeach;IMPCH;IMPCH;;Impeach (IMPCH);Scrypt;PoW/PoS;0;21933333;N/A;N/A;1084;False;
ERR;44749;ErrorCoin;ERR;ERR;;ErrorCoin (ERR);Scrypt;PoW;0;81000000;N/A;N/A;1085;False;
TIC;44752;TrueInvestmentCoin;TIC;TIC;;TrueInvestmentCoin (TIC);Scrypt;PoW/PoS;0;53200000;N/A;N/A;1086;False;
NUKE;44799;NukeCoin;NUKE;NUKE;;NukeCoin (NUKE);PoS;PoS;0;2778196;N/A;N/A;1087;False;
SFC;44952;Solarflarecoin;SFC;SFC;;Solarflarecoin (SFC);Scrypt;PoW;0;20000000;N/A;N/A;1089;False;
PARA;44957;ParanoiaCoin;PARA;PARA;;ParanoiaCoin (PARA);Scrypt;PoW;0;72000000;N/A;N/A;1091;False;
ZBC;45250;Zilbercoin;ZBC;ZBC;;Zilbercoin (ZBC);Scrypt;PoW/PoS;0;55000000;N/A;N/A;1095;False;
MLN;45253;Melon;MLN;MLN;;Melon (MLN);N/A;N/A;1;749400;N/A;N/A;1096;False;
FRST;45258;FirstCoin;FRST;FRST;;FirstCoin (FRST);Scrypt;PoW/PoS ;0;109900000;N/A;N/A;1097;False;
ORO;45262;OroCoin;ORO;ORO;;OroCoin (ORO);Scrypt;PoW;0;23529412;N/A;N/A;1099;False;
ALEX;45607;Alexandrite;ALEX;ALEX;;Alexandrite (ALEX);SHA256;PoW/PoS;0;1268000;N/A;N/A;1100;False;
TBCX;45609;TrashBurn;TBCX;TBCX;;TrashBurn (TBCX);SHA256D;PoS;0;9000000;N/A;N/A;1101;False;
MCAR;45612;MasterCar;MCAR;MCAR;;MasterCar (MCAR);Scrypt;PoW/PoS;0;2991837;N/A;N/A;1102;False;
ACES;45617;AcesCoin;ACES;ACES;;AcesCoin (ACES);X13;PoS;0;100000000;N/A;N/A;1104;False;
UAEC;45816;United Arab Emirates Coin;UAEC;UAEC;;United Arab Emirates Coin (UAEC);X11;PoW/PoS;0;10000000;N/A;N/A;1105;False;
EA;45821;EagleCoin;EA;EA;;EagleCoin (EA);SHA256;PoW;0;40000000;N/A;N/A;1106;False;
PIE;45832;Persistent Information Exchange;PIE;PIE;;Persistent Information Exchange (PIE);PoS;PoS;0;43000000;N/A;N/A;1107;False;
CREA;48787;CreativeChain;CREA;CREA;;CreativeChain (CREA);Keccak;PoW;0;115000000;N/A;N/A;1109;False;
BVC;48800;BeaverCoin;BVC;BVC;;BeaverCoin (BVC);Scrypt;PoW;0;3360000;N/A;N/A;1111;False;
BIOB;50734;BioBar;BIOB;BIOB;;BioBar (BIOB);SHA256D;PoW/PoS;0;60000000;N/A;N/A;1117;False;
SWT;50741;Swarm City Token;SWT;SWT;;Swarm City Token (SWT);N/A;N/A;0;9525397;N/A;N/A;1118;False;
ZER;51845;Zero;ZER;ZER;;Zero (ZER);Equihash;PoW;0;78 948 000;N/A;N/A;1122;False;
CHAT;52008;ChatCoin;CHAT;CHAT;;ChatCoin (CHAT);Scrypt;PoW/PoS;0;52500000;N/A;N/A;1123;False;
CDN;52015;Canada eCoin;CDN;CDN;;Canada eCoin (CDN);Scrypt;PoW;0;100000000;N/A;N/A;1124;False;
NETKO;53174;Netko;NETKO;NETKO;;Netko (NETKO);Blake;N/A;0;25534140;N/A;N/A;1126;False;
ZOI;53178;Zoin;ZOI;ZOI;;Zoin (ZOI);Lyra2RE;PoW;0;21000000;N/A;N/A;1127;False;
HONEY;53915;Honey;HONEY;HONEY;;Honey (HONEY);Blake2S;PoW/PoS;0;7000000;N/A;N/A;1128;False;
MXT;53944;MartexCoin;MXT;MXT;;MartexCoin (MXT);X13; PoW/PoS;0;5000000;N/A;N/A;1129;False;
DTB;55540;Databits;DTB;DTB;;Databits (DTB);N/A;N/A;0;22747809;N/A;N/A;1131;False;
MBIT;55547;Mbitbooks;MBIT;MBIT;;Mbitbooks (MBIT);Scrypt;PoW;0;81000000;N/A;N/A;1133;False;
VOLT;55553;BitVolt;VOLT;VOLT;;BitVolt (VOLT);PoS;PoS;0;60000000;N/A;N/A;1134;False;
MGO;55650;MobileGo;MGO;MGO;;MobileGo (MGO);N/A;N/A;0;100000000;N/A;N/A;1135;False;
EDG;55676;Edgeless;EDG;EDG;;Edgeless (EDG);N/A;N/A;0;132046997;N/A;N/A;1136;False;
CHC;56249;ChainCoin;CHC;CHC;;ChainCoin (CHC);N/A;N/A;0;23000000;N/A;N/A;1139;False;
PLANET;56654;PlanetCoin;PLANET;PLANET;;PlanetCoin (PLANET);Scrypt;PoW/PoS;0;1000000;N/A;N/A;1141;False;
DUCK;56678;DuckDuckCoin;DUCK;DUCK;;DuckDuckCoin (DUCK);Scrypt;PoW;0;121;N/A;N/A;1142;False;
RNS;57471;RenosCoin;RNS;RNS;;RenosCoin (RNS);Scrypt;PoS;0;33333333;N/A;N/A;1145;False;
AMIS;57676;AMIS;AMIS;AMIS;;AMIS (AMIS);N/A;N/A;0;20000000;N/A;N/A;1147;False;
XVP;57734;VirtacoinPlus;XVP;XVP;;VirtacoinPlus (XVP);X11;PoW/PoS;0;100000000;N/A;N/A;1149;False;
TAJ;57750;TajCoin;TAJ;TAJ;;TajCoin (TAJ);Blake2S;PoW/PoS;0;36900000;N/A;N/A;1151;False;
IMX;58121;Impact;IMX;IMX;;Impact (IMX);X11;PoW/PoS;0;110000000;N/A;N/A;1152;False;
CJC;58125;CryptoJournal;CJC;CJC;;CryptoJournal (CJC);PoS;PoS;0;100000000;N/A;N/A;1153;False;
AMY;59304;Amygws;AMY;AMY;;Amygws (AMY);Scrypt;PoW;0;23333333;N/A;N/A;1154;False;
SRC*;59966;StarCredits;SRC*;SRC*;;StarCredits (SRC*);N/A;N/A;0;20000000;N/A;N/A;1156;False;
XVE;59973;The Vegan Initiative;XVE;XVE;;The Vegan Initiative (XVE);PoS;PoS;0;50000000;N/A;N/A;1158;False;
APT;60419;Aptcoin;APT;APT;;Aptcoin (APT);Scrypt-n;PoW;0;42000000;N/A;N/A;1160;False;
BNB*;60622;Boats and Bitches;BNB*;BNB*;;Boats and Bitches (BNB*);X11;PoS;0;696969;N/A;N/A;1163;False;
UNI;60631;Universe;UNI;UNI;;Universe (UNI);Scrypt;PoS;0;112000000;N/A;N/A;1164;False;
ECO;61047;ECOcoin;ECO;ECO;;ECOcoin (ECO);Scrypt;PoW/PoS;0;10733333;N/A;N/A;1165;False;
XLR;61061;Solaris;XLR;XLR;;Solaris (XLR);NIST5;PoW/PoS;0;10000000;N/A;N/A;1166;False;
DARK;61066;Dark;DARK;DARK;;Dark (DARK);SHA256;PoW/PoS;0;12800000;N/A;N/A;1167;False;
DOV;61073;DonationCoin;DOV;DOV;;DonationCoin (DOV);Scrypt;PoW;0;90000000;N/A;N/A;1168;False;
MER;61138;Mercury;MER;MER;;Mercury (MER);N/A;N/A;1;100000000;N/A;N/A;1169;False;
WGO;61667;WavesGO;WGO;WGO;;WavesGO (WGO);N/A;N/A;1;10000000;N/A;N/A;1170;False;
RLC;61877;iEx.ec;RLC;RLC;;iEx.ec (RLC);N/A;N/A;0;87000000;N/A;N/A;1171;False;
ATMS;61902;Atmos;ATMS;ATMS;;Atmos (ATMS);PoS;PoS;0;110000000;N/A;N/A;1172;False;
INPAY;61912;InPay;INPAY;INPAY;;InPay (INPAY);N/A;N/A;0;10000000;N/A;N/A;1173;False;
WBTC;62640;wBTC;WBTC;WBTC;;wBTC (WBTC);N/A;N/A;1;21000000;N/A;N/A;1175;False;
HPC;62659;HappyCoin;HPC;HPC;;HappyCoin (HPC);X11;PoW/PoS;0;100000000;N/A;N/A;1177;False;
CXT;63308;Coinonat;CXT;CXT;;Coinonat (CXT);NIST5;PoW;0;48252000;N/A;N/A;1179;False;
GNO;66193;Gnosis;GNO;GNO;;Gnosis (GNO);N/A;N/A;0;10000000;N/A;N/A;1181;False;
LGD;66259;Legends Cryptocurrency;LGD;LGD;;Legends Cryptocurrency (LGD);N/A;N/A;0;30000000;N/A;N/A;1182;False;
GUP;67096;Guppy;GUP;GUP;;Guppy (GUP);N/A;N/A;0;100000000;N/A;N/A;1186;False;
LUN;67447;Lunyr;LUN;LUN;;Lunyr (LUN);N/A;N/A;0;2703356;N/A;N/A;1188;False;
IEC;68088;IvugeoEvolutionCoin;IEC;IEC;;IvugeoEvolutionCoin (IEC);Scrypt;PoW;0;100000000;N/A;N/A;1191;False;
IMS;68093;Independent Money System;IMS;IMS;;Independent Money System (IMS);Scrypt;PoW/PoS;0;21212121;N/A;N/A;1192;False;
ARGUS;70352;ArgusCoin;ARGUS;ARGUS;;ArgusCoin (ARGUS);Scrypt;PoW/PoS;0;28600000;N/A;N/A;1194;False;
TKN;71077;TokenCard  ;TKN;TKN;;TokenCard   (TKN);N/A;N/A;0;39406760;N/A;N/A;1197;False;
BTCS;71321;Bitcoin Scrypt;BTCS;BTCS;;Bitcoin Scrypt (BTCS);Scrypt;PoW;0;21000000;N/A;N/A;1198;False;
XGR;71862;GoldReserve;XGR;XGR;;GoldReserve (XGR);X11;PoW/PoS;0;40000000;N/A;N/A;1200;False;
WRC*;71873;WarCoin;WRC*;WRC*;;WarCoin (WRC*);Scrypt;PoW/PoS;0;11666667;N/A;N/A;1201;False;
BENJI;71884;BenjiRolls;BENJI;BENJI;;BenjiRolls (BENJI);Scrypt;PoW;0;35520400;N/A;N/A;1202;False;
BCAP;72955;Blockchain Capital;BCAP;BCAP;;Blockchain Capital (BCAP);N/A;N/A;0;10000000;N/A;N/A;1204;False;
DUO;73132;ParallelCoin;DUO;DUO;;ParallelCoin (DUO);Scrypt;PoW;0;1000000;N/A;N/A;1205;False;
GRW;74894;GrowthCoin;GRW;GRW;;GrowthCoin (GRW);Scrypt;PoS;0;37368000;N/A;N/A;1207;False;
APX;74912;Apx;APX;APX;;Apx (APX);N/A;N/A;0;1000000;N/A;N/A;1208;False;
MRT;75475;MinersReward;MRT;MRT;;MinersReward (MRT);N/A;N/A;0;10000000;N/A;N/A;1212;False;
IOU;77286;IOU1;IOU;IOU;;IOU1 (IOU);N/A;N/A;0;100000000;N/A;N/A;1213;False;
PHR;77337;Phreak;PHR;PHR;;Phreak (PHR);PoS;PoS;0;30000000;N/A;N/A;1215;False;
ANT;78152;Aragon;ANT;ANT;;Aragon (ANT);N/A;N/A;0;39609524;N/A;N/A;1216;False;
RICE;78190;RiceCoin;RICE;RICE;;RiceCoin (RICE);X13;PoW/PoS;0;10000000;N/A;N/A;1218;False;
DEA;79849;Degas Coin;DEA;DEA;;Degas Coin (DEA);Scrypt;PoW/PoS;0;105000000;N/A;N/A;1220;False;
PBT;84232;Primalbase;PBT;PBT;;Primalbase (PBT);N/A;N/A;0;1000;N/A;N/A;1226;False;
MNE;84831;Minereum;MNE;MNE;;Minereum (MNE);N/A;N/A;0;136576000;N/A;N/A;1230;False;
SUB*;100944;Subscriptio;SUB*;SUB*;;Subscriptio (SUB*);PoS;PoS;0;10000000;N/A;N/A;1232;False;
USC;100954;Ultimate Secure Cash;USC;USC;;Ultimate Secure Cash (USC);SHA256;PoS;0;200084200;N/A;N/A;1233;False;100
EQT;105263;EquiTrader;EQT;EQT;;EquiTrader (EQT);Scrypt;PoW;0;72000000;N/A;N/A;1236;False;
INSN;105284;Insane Coin;INSN;INSN;;Insane Coin (INSN);X11;PoW/PoS;0;30000000;N/A;N/A;1237;False;
HAMS;112363;HamsterCoin;HAMS;HAMS;;HamsterCoin (HAMS);Scrypt;PoW;0;20000000;N/A;N/A;1241;False;
QTUM;112392;QTUM;QTUM;QTUM;;QTUM (QTUM);POS 3.0;PoS;0;100000000;N/A;N/A;1242;False;
ZEN;116180;ZenCash;ZEN;ZEN;;ZenCash (ZEN);Equihash;PoW;0;21000000;N/A;N/A;1244;False;
QRL;127667;Quantum Resistant Ledger;QRL;QRL;;Quantum Resistant Ledger (QRL);N/A;PoS;0;65000000;N/A;N/A;1248;False;
ADL;127738;Adelphoi;ADL;ADL;;Adelphoi (ADL);N/A;N/A;0;100000000;N/A;N/A;1249;False;
PTOY;129035;Patientory;PTOY;PTOY;;Patientory (PTOY);N/A;N/A;0;100001999;N/A;N/A;1251;False;
ZRC;129604;ZrCoin;ZRC;ZRC;;ZrCoin (ZRC);N/A;N/A;0;4988894;N/A;N/A;1252;False;
DYN;131111;Dynamic;DYN;DYN;;Dynamic (DYN);Argon2;PoW;0;44738100;N/A;N/A;1256;False;
SEQ;131112;Sequence;SEQ;SEQ;;Sequence (SEQ);Scrypt;PoW/PoS;0;44738100;N/A;N/A;1257;False;
MCAP;131154;MCAP;MCAP;MCAP;;MCAP (MCAP);N/A;N/A;0;100000000;N/A;N/A;1258;False;
MYST;136190;Mysterium;MYST;MYST;;Mysterium (MYST);N/A;N/A;0;32433365;N/A;N/A;1259;False;
VERI;136211;Veritaseum;VERI;VERI;;Veritaseum (VERI);N/A;N/A;0;100000000;N/A;N/A;1260;False;
SKY;136269;Skycoin;SKY;SKY;;Skycoin (SKY);N/A;N/A;0;100000000;N/A;N/A;1262;False;
AVT;138642;AventCoin;AVT;AVT;;AventCoin (AVT);N/A;N/A;0;10000000;N/A;N/A;1265;False;
IXT;141171;iXledger;IXT;IXT;;iXledger (IXT);N/A;N/A;0;130000000;N/A;N/A;1267;False;
EFYT;165555;Ergo;EFYT;EFYT;;Ergo (EFYT);N/A;N/A;0;150000;N/A;N/A;1272;False;
ADX;170452;AdEx;ADX;ADX;;AdEx (ADX);N/A;N/A;0;100000000;N/A;N/A;1277;False;
PLBT;171884;Polybius;PLBT;PLBT;;Polybius (PLBT);N/A;N/A;0;20000000;N/A;N/A;1280;False;
AHT;175611;Ahoolee;AHT;AHT;;Ahoolee (AHT);Ethash;PoW;0;100000000;N/A;N/A;1283;False;
TIX;175671;Blocktix;TIX;TIX;;Blocktix (TIX);N/A;N/A;0;62500000;N/A;N/A;1285;False;
4CHN;175683;ChanCoin;4CHN;4CHN;;ChanCoin (4CHN);Scrypt;PoW;0;30000000;N/A;N/A;1286;False;
CMP;176004;Compcoin;CMP;CMP;;Compcoin (CMP);N/A;N/A;0;10000000;N/A;N/A;1287;False;
RVT;176280;Rivetz;RVT;RVT;;Rivetz (RVT);N/A;N/A;0;200000000;N/A;N/A;1288;False;
8BT;177124;8 Circuit Studios;8BT;8BT;;8 Circuit Studios (8BT);N/A;N/A;0;100000000;N/A;N/A;1291;False;
CDT;177139;CoinDash;CDT;CDT;;CoinDash (CDT);N/A;N/A;0;9200151;N/A;N/A;1292;False;
PING;177503;CryptoPing;PING;PING;;CryptoPing (PING);N/A;N/A;0;10000000;N/A;N/A;1296;False;
SAN;177863;Santiment;SAN;SAN;;Santiment (SAN);N/A;N/A;0;45000000;N/A;N/A;1299;False;
WGR;178467;Wagerr;WGR;WGR;;Wagerr (WGR);PoS;N/A;0;200000000;N/A;N/A;1301;False;
XEL;178861;Elastic;XEL;XEL;;Elastic (XEL);N/A;PoW;0;100000000;N/A;N/A;1302;False;
NVST;178885;NVO;NVST;NVST;;NVO (NVST);N/A;N/A;0;30000000;N/A;N/A;1303;False;
FUNC;179018;FunCoin;FUNC;FUNC;;FunCoin (FUNC);N/A;N/A;0;100000000;N/A;N/A;1305;False;
MTL;179164;Metal;MTL;MTL;;Metal (MTL);N/A;PoPP;0;66588888;N/A;N/A;1308;False;
MYB;179345;MyBit;MYB;MYB;;MyBit (MYB);N/A;N/A;0;5000000;N/A;N/A;1310;False;
PPT;179896;Populous;PPT;PPT;;Populous (PPT);N/A;N/A;0;53252246;N/A;N/A;1311;False;
OAX;180013;OpenANX;OAX;OAX;;OpenANX (OAX);N/A;N/A;1;100000000;N/A;N/A;1319;False;
MBI;180539;Monster Byte Inc;MBI;MBI;;Monster Byte Inc (MBI);N/A;N/A;0;40000000;N/A;N/A;1320;False;
DIM;180678;DIMCOIN;DIM;DIM;;DIMCOIN (DIM);N/A;N/A;0;10000000;N/A;N/A;1322;False;
GGS;180716;Gilgam;GGS;GGS;;Gilgam (GGS);N/A;N/A;0;700000;N/A;N/A;1323;False;
DNA;180804;Encrypgen;DNA;DNA;;Encrypgen (DNA);N/A;N/A;0;100000000;N/A;N/A;1324;False;
FYN;180820;FundYourselfNow;FYN;FYN;;FundYourselfNow (FYN);N/A;N/A;0;12500000;N/A;N/A;1325;False;
CFT;182258;CryptoForecast;CFT;CFT;;CryptoForecast (CFT);N/A;N/A;0;50000000;N/A;N/A;1328;False;
DNR;182288;Denarius;DNR;DNR;;Denarius (DNR);NIST5;PoW/PoS;0;10000000;N/A;N/A;1329;False;
VUC;182340;Virta Unique Coin;VUC;VUC;;Virta Unique Coin (VUC);NIST5;PoW/PoS;0;120000000;N/A;N/A;1331;False;
BTPL;182346;Bitcoin Planet;BTPL;BTPL;;Bitcoin Planet (BTPL);Skein;PoW/PoS;0;100000000;N/A;N/A;1332;False;
UNIFY;182364;Unify;UNIFY;UNIFY;;Unify (UNIFY);Scrypt;PoW;0;18181818;N/A;N/A;1333;False;
BRIT;182416;BritCoin;BRIT;BRIT;;BritCoin (BRIT);X13;PoW/PoS;0;30000000;N/A;N/A;1335;False;
AMMO;182463;Ammo Rewards;AMMO;AMMO;;Ammo Rewards (AMMO);N/A;PoS;0;77777777;N/A;N/A;1336;False;
SOCC;183189;SocialCoin;SOCC;SOCC;;SocialCoin (SOCC);Scrypt;PoW;0;75000000;N/A;N/A;1337;False;
STU;184237;BitJob;STU;STU;;BitJob (STU);N/A;N/A;0;100000000;N/A;N/A;1343;False;
GUNS;185625;GeoFunders;GUNS;GUNS;;GeoFunders (GUNS);N/A;N/A;0;100000000;N/A;N/A;1345;False;
PRO;185695;Propy;PRO;PRO;;Propy (PRO);N/A;N/A;1;100000000;N/A;N/A;1348;False;
SYC;185873;SynchroCoin;SYC;SYC;;SynchroCoin (SYC);N/A;N/A;0;100000000;N/A;N/A;1349;False;
AHT*;186064;Bowhead Health;AHT*;AHT*;;Bowhead Health (AHT*);N/A;N/A;1;100000000;N/A;N/A;1351;False;
COSS;186335;COSS;COSS;COSS;;COSS (COSS);N/A;N/A;1;200000000;N/A;N/A;1356;False;
SCORE;187431;Scorecoin;SCORE;SCORE;;Scorecoin (SCORE);Scrypt;PoW;0;50000000;N/A;N/A;1361;False;
OMG;187440;OmiseGo;OMG;OMG;;OmiseGo (OMG);N/A;PoS;0;140245398;N/A;N/A;1362;False;
OTX;188294;Octanox;OTX;OTX;;Octanox (OTX);X11;Hybrid (POS/POW);0;7905634;N/A;N/A;1364;False;
EQB;188300;Equibit;EQB;EQB;;Equibit (EQB);N/A;N/A;0;1000000;N/A;N/A;1365;False;
CVCOIN;188400;Crypviser;CVCOIN;CVCOIN;;Crypviser (CVCOIN);N/A;N/A;0;15193882;N/A;N/A;1368;False;
DRP;188523;DCORP;DRP;DRP;;DCORP (DRP);N/A;N/A;0;8094002;N/A;N/A;1369;False;
BOG;188677;Bogcoin;BOG;BOG;;Bogcoin (BOG);SHA256;PoW;0;21212121;N/A;N/A;1371;False;
PART;191116;Particl;PART;PART;;Particl (PART);PoS;PoSv3;0;8634140;N/A;N/A;1377;False;
AGRS;191142;Agoras Token;AGRS;AGRS;;Agoras Token (AGRS);N/A;N/A;0;42000000;N/A;N/A;1378;False;
SAND;188652;BeachCoin;SAND;SAND;;BeachCoin (SAND);X11;PoW;0;21000000;N/A;N/A;1379;False;
DAS;194399;DAS;DAS;DAS;;DAS (DAS);X11;PoW;0;18900000;N/A;N/A;1382;False;
XCJ;194689;CoinJob;XCJ;XCJ;;CoinJob (XCJ);N/A;N/A;0;200000000;N/A;N/A;1385;False;
RKC;194924;Royal Kingdom Coin;RKC;RKC;;Royal Kingdom Coin (RKC);N/A;N/A;1;15000000;N/A;N/A;1386;False;
NLC2;195018;NoLimitCoin;NLC2;NLC2;;NoLimitCoin (NLC2);PoS;PoS;0;200000000;N/A;N/A;1387;False;
SPN;196549;Spoon;SPN;SPN;;Spoon (SPN);N/A;N/A;0;100000000;N/A;N/A;1389;False;
KING;196560;King93;KING;KING;;King93 (KING);N/A;N/A;0;50000000;N/A;N/A;1390;False;
ANCP;196572;Anacrypt;ANCP;ANCP;;Anacrypt (ANCP);N/A;N/A;0;10000;N/A;N/A;1391;False;
RCC;196591;Reality Clash;RCC;RCC;;Reality Clash (RCC);N/A;N/A;0;150000000;N/A;N/A;1392;False;
SNK;196612;Sosnovkino;SNK;SNK;;Sosnovkino (SNK);N/A;N/A;0;390000;N/A;N/A;1394;False;
XLC;198337;LeviarCoin;XLC;XLC;;LeviarCoin (XLC);CryptoNight;PoW;0;54000000;N/A;N/A;1399;False;
MSP;198408;Mothership;MSP;MSP;;Mothership (MSP);N/A;N/A;0;200000000;N/A;N/A;1401;False;
DFBT;198693;DentalFix;DFBT;DFBT;;DentalFix (DFBT);N/A;N/A;0;100000000;N/A;N/A;1405;False;
VIB;198710;Viberate;VIB;VIB;;Viberate (VIB);N/A;N/A;0;200000000;N/A;N/A;1408;False;
ONION;198967;DeepOnion;ONION;ONION;;DeepOnion (ONION);X13;PoW/PoS;0;25000000;N/A;N/A;1409;False;
BTX;198983;Bitcore;BTX;BTX;;Bitcore (BTX);Time Travel;PoW;0;21000000;N/A;N/A;1410;False;
ICOO;199363;ICO OpenLedger;ICOO;ICOO;;ICO OpenLedger (ICOO);N/A;N/A;0;472649;N/A;N/A;1416;False;
SIGT;200941;Signatum;SIGT;SIGT;;Signatum (SIGT);SkunkHash v2 Raptor;PoS;0;137500000;N/A;N/A;1419;False;
COE;201701;CoEval;COE;COE;;CoEval (COE);N/A;N/A;0;100000;N/A;N/A;1421;False;
ARENA;201896;Arena;ARENA;ARENA;;Arena (ARENA);N/A;N/A;0;14000000;N/A;N/A;1422;False;
WINK;201962;Wink;WINK;WINK;;Wink (WINK);PoS;PoS;0;80000000;N/A;N/A;1423;False;
CRM;202049;Cream;CRM;CRM;;Cream (CRM);X11;PoW/PoS;0;100000000;N/A;N/A;1424;False;
BCH;202330;Bitcoin Cash / BCC;BCH;BCH;;Bitcoin Cash / BCC (BCH);SHA256;PoW;0;21000000;N/A;N/A;1425;False;
CSNO;202714;BitDice;CSNO;CSNO;;BitDice (CSNO);N/A;N/A;1;100000000;N/A;N/A;1428;False;
SDAO;203183;Solar DAO;SDAO;SDAO;;Solar DAO (SDAO);N/A;N/A;0;80000000;N/A;N/A;1430;False;
STX;204716;Stox;STX;STX;;Stox (STX);N/A;N/A;0;29600000;N/A;N/A;1431;False;
BNB;204788;Binance Coin;BNB;BNB;;Binance Coin (BNB);N/A;N/A;0;200000000;N/A;N/A;1432;False;
CORE;205549;Core Group Asset;CORE;CORE;;Core Group Asset (CORE);N/A;N/A;0;1000000;N/A;N/A;1433;False;
